id	dependID	建筑名	等级	最大值	游客产出	建筑网格信息	信息类型	建筑Spine资源名	建筑类型	前提建筑1	范围图片	影响范围	游客降低	愉悦度上升	回收CD时间	前提建筑1等级	前提建筑2	愉悦度需求	金钱需求	升级需求物品1	升级需求1	升级需求物品2	升级需求2	升级需求物品3	升级需求3	升级需求物品4	升级需求4	产出物品1	产出1数值	产出物品2	产出2数值	产出物品3	产出数值3	升级时间（单位：秒）	作用描述	作用数值	分类	维持人数需求	建筑图片	文字描述
126	25	building_jz_124_3	4	1	20	4,4	2	jz_124_3	2	11	0	0	0	0	0	12	125	0	42450	0	0	0	0	0	0	0	0	item_001	313	0	0	0	0	30000	0	0	0	0	jz_124_3	0
127	25	building_jz_124_4	5	1	26	4,4	2	jz_124_4	2	13	0	0	0	0	0	14	126	0	142050	0	0	0	0	0	0	0	0	item_001	783	0	0	0	0	189000	0	0	0	0	jz_124_4	0
128	26	building_jz_125_0	1	1	7	4,4	2	jz_125_0	2	2	0	0	0	0	0	3	0	0	690	0	0	0	0	0	0	0	0	item_001	20	0	0	0	0	600	0	0	0	0	jz_125_0	0
129	26	building_jz_125_1	2	1	10	4,4	2	jz_125_1	2	5	0	0	0	0	0	6	128	0	2800	0	0	0	0	0	0	0	0	item_001	50	0	0	0	0	2700	0	0	0	0	jz_125_1	0
130	26	building_jz_125_2	3	1	14	4,4	2	jz_125_2	2	8	0	0	0	0	0	9	129	0	11010	0	0	0	0	0	0	0	0	item_001	125	0	0	0	0	9300	0	0	0	0	jz_125_2	0
131	26	building_jz_125_3	4	1	19	4,4	2	jz_125_3	2	10	0	0	0	0	0	11	130	0	43410	0	0	0	0	0	0	0	0	item_001	313	0	0	0	0	36270	0	0	0	0	jz_125_3	0
132	26	building_jz_125_4	5	1	25	4,4	2	jz_125_4	2	12	0	0	0	0	0	13	131	0	131910	0	0	0	0	0	0	0	0	item_001	783	0	0	0	0	141450	0	0	0	0	jz_125_4	0
133	27	building_jz_126_0	1	1	5	4,4	2	jz_126_0	2	5	0	0	0	0	0	6	0	0	2750	0	0	0	0	0	0	0	0	item_001	20	0	0	0	0	2400	0	0	0	0	jz_126_0	0
134	27	building_jz_126_1	2	1	10	4,4	2	jz_126_1	2	7	0	0	0	0	0	8	133	0	7000	0	0	0	0	0	0	0	0	item_001	50	0	0	0	0	6300	0	0	0	0	jz_126_1	0
135	27	building_jz_126_2	3	1	15	4,4	2	jz_126_2	2	9	0	0	0	0	0	10	134	0	17670	0	0	0	0	0	0	0	0	item_001	125	0	0	0	0	15000	0	0	0	0	jz_126_2	0
136	27	building_jz_126_3	4	1	20	4,4	2	jz_126_3	2	11	0	0	0	0	0	12	135	0	44700	0	0	0	0	0	0	0	0	item_001	313	0	0	0	0	37500	0	0	0	0	jz_126_3	0
137	27	building_jz_126_4	5	1	25	4,4	2	jz_126_4	2	14	0	0	0	0	0	15	136	0	113430	0	0	0	0	0	0	0	0	item_001	783	0	0	0	0	93750	0	0	0	0	jz_126_4	0
138	28	building_jz_127_0	1	1	10	4,4	2	jz_127_0	2	5	0	0	0	0	0	6	0	0	3000	0	0	0	0	0	0	0	0	item_001	20	0	0	0	0	3000	0	0	0	0	jz_127_0	0
139	28	building_jz_127_1	2	1	18	4,4	2	jz_127_1	2	8	0	0	0	0	0	9	138	0	13500	0	0	0	0	0	0	0	0	item_001	50	0	0	0	0	12000	0	0	0	0	jz_127_1	0
140	28	building_jz_127_2	3	1	25	4,4	2	jz_127_2	2	10	0	0	0	0	0	11	139	0	40950	0	0	0	0	0	0	0	0	item_001	125	0	0	0	0	36000	0	0	0	0	jz_127_2	0
141	28	building_jz_127_3	4	1	33	4,4	2	jz_127_3	2	12	0	0	0	0	0	13	140	0	124440	0	0	0	0	0	0	0	0	item_001	313	0	0	0	0	108000	0	0	0	0	jz_127_3	0
142	28	building_jz_127_4	5	1	40	4,4	2	jz_127_4	2	14	0	0	0	0	0	15	141	0	378930	0	0	0	0	0	0	0	0	item_001	783	0	0	0	0	324000	0	0	0	0	jz_127_4	0
143	29	building_jz_128_0	1	1	9	4,4	2	jz_128_0	2	3	0	0	0	0	0	4	0	0	1200	0	0	0	0	0	0	0	0	item_001	20	0	0	0	0	1000	0	0	0	0	jz_128_0	0
144	29	building_jz_128_1	2	1	16	4,4	2	jz_128_1	2	6	0	0	0	0	0	7	143	0	7800	0	0	0	0	0	0	0	0	item_001	50	0	0	0	0	7500	0	0	0	0	jz_128_1	0
145	29	building_jz_128_2	3	1	22	4,4	2	jz_128_2	2	8	0	0	0	0	0	9	144	0	16440	0	0	0	0	0	0	0	0	item_001	125	0	0	0	0	15000	0	0	0	0	jz_128_2	0
146	29	building_jz_128_3	4	1	29	4,4	2	jz_128_3	2	9	0	0	0	0	0	10	145	0	24750	0	0	0	0	0	0	0	0	item_001	313	0	0	0	0	31500	0	0	0	0	jz_128_3	0
147	29	building_jz_128_4	5	1	35	4,4	2	jz_128_4	2	11	0	0	0	0	0	12	146	0	59700	0	0	0	0	0	0	0	0	item_001	783	0	0	0	0	47250	0	0	0	0	jz_128_4	0
148	30	building_jz_129_0	1	1	0	4,4	0	jz_129_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	jz_129_0	0
149	31	building_jz_130_0	1	1	20	4,4	2	jz_130_0	2	4	0	0	0	0	0	5	0	0	2100	0	0	0	0	0	0	0	0	item_001	20	0	0	0	0	2100	0	0	0	0	jz_130_0	0
150	31	building_jz_130_1	2	1	22	4,4	2	jz_130_1	2	5	0	0	0	0	0	6	149	0	3200	0	0	0	0	0	0	0	0	item_001	50	0	0	0	0	3600	0	0	0	0	jz_130_1	0
151	31	building_jz_130_2	3	1	25	4,4	2	jz_130_2	2	7	0	0	0	0	0	8	150	0	7740	0	0	0	0	0	0	0	0	item_001	125	0	0	0	0	7500	0	0	0	0	jz_130_2	0
152	31	building_jz_130_3	4	1	28	4,4	2	jz_130_3	2	9	0	0	0	0	0	10	151	0	19440	0	0	0	0	0	0	0	0	item_001	313	0	0	0	0	37500	0	0	0	0	jz_130_3	0
153	31	building_jz_130_4	5	1	30	4,4	2	jz_130_4	2	13	0	0	0	0	0	14	152	0	117210	0	0	0	0	0	0	0	0	item_001	783	0	0	0	0	93750	0	0	0	0	jz_130_4	0
154	32	building_jz_131_0	1	1	7	4,4	2	jz_131_0	3	4	0	0	0	0	0	5	0	0	2000	0	0	0	0	0	0	0	0	item_001	20	0	0	0	0	1800	0	0	0	0	jz_131_0	0
155	32	building_jz_131_1	2	1	12	4,4	2	jz_131_1	3	6	0	0	0	0	0	7	154	0	7550	0	0	0	0	0	0	0	0	item_001	50	0	0	0	0	7200	0	0	0	0	jz_131_1	0
156	32	building_jz_131_2	3	1	16	4,4	2	jz_131_2	3	8	0	0	0	0	0	9	155	0	18180	0	0	0	0	0	0	0	0	item_001	125	0	0	0	0	18500	0	0	0	0	jz_131_2	0
157	32	building_jz_131_3	4	1	19	4,4	2	jz_131_3	3	10	0	0	0	0	0	11	156	0	45630	0	0	0	0	0	0	0	0	item_001	313	0	0	0	0	44400	0	0	0	0	jz_131_3	0
158	32	building_jz_131_4	5	1	22	4,4	2	jz_131_4	3	12	0	0	0	0	0	13	157	0	114660	0	0	0	0	0	0	0	0	item_001	783	0	0	0	0	111000	0	0	0	0	jz_131_4	0
159	33	building_jz_132_0	1	1	7	4,4	2	jz_132_0	3	4	0	0	0	0	0	5	0	0	2900	0	0	0	0	0	0	0	0	item_001	20	0	0	0	0	2700	0	0	0	0	jz_132_0	0
160	33	building_jz_132_1	2	1	10	4,4	2	jz_132_1	3	6	0	0	0	0	0	7	159	0	7450	0	0	0	0	0	0	0	0	item_001	50	0	0	0	0	7200	0	0	0	0	jz_132_1	0
161	33	building_jz_132_2	3	1	13	4,4	2	jz_132_2	3	9	0	0	0	0	0	10	160	0	17940	0	0	0	0	0	0	0	0	item_001	125	0	0	0	0	18000	0	0	0	0	jz_132_2	0
162	33	building_jz_132_3	4	1	16	4,4	2	jz_132_3	3	10	0	0	0	0	0	11	161	0	45030	0	0	0	0	0	0	0	0	item_001	313	0	0	0	0	43200	0	0	0	0	jz_132_3	0
163	33	building_jz_132_4	5	1	20	4,4	2	jz_132_4	3	12	0	0	0	0	0	13	162	0	113130	0	0	0	0	0	0	0	0	item_001	783	0	0	0	0	108000	0	0	0	0	jz_132_4	0
164	34	building_jz_133_0	1	1	15	4,4	6	jz_133_0	3	7	0	0	0	0	0	8	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12000	0	0	0	0	jz_133_0	0
165	34	building_jz_133_1	2	1	30	4,4	6	jz_133_1	3	12	0	0	0	0	0	13	164	0	125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135000	0	0	0	0	jz_133_1	0
166	35	building_jz_134_0	1	1	5	4,4	6	jz_134_0	3	3	0	0	0	0	0	4	0	0	1150	0	0	0	0	0	0	0	0	item_001	20	0	0	0	0	900	0	0	0	0	jz_134_0	0
167	35	building_jz_134_1	2	1	9	4,4	6	jz_134_1	3	6	0	0	0	0	0	7	166	0	7700	0	0	0	0	0	0	0	0	item_001	50	0	0	0	0	7500	0	0	0	0	jz_134_1	0
168	35	building_jz_134_2	3	1	14	4,4	6	jz_134_2	3	9	0	0	0	0	0	10	167	0	18660	0	0	0	0	0	0	0	0	item_001	125	0	0	0	0	24000	0	0	0	0	jz_134_2	0
169	35	building_jz_134_3	4	1	20	4,4	6	jz_134_3	3	11	0	0	0	0	0	12	168	0	51000	0	0	0	0	0	0	0	0	item_001	313	0	0	0	0	57600	0	0	0	0	jz_134_3	0
170	35	building_jz_134_4	5	1	25	4,4	6	jz_134_4	3	13	0	0	0	0	0	14	169	0	139620	0	0	0	0	0	0	0	0	item_001	783	0	0	0	0	155520	0	0	0	0	jz_134_4	0
171	36	building_jz_135_0	1	1	0	4,4	4	jz_135_0	1	默认	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	jz_135_0	0
172	36	building_jz_135_1	2	1	0	4,4	4	jz_135_1	1	1	0	0	0	0	0	2	171	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	270	0	0	0	0	jz_135_1	0
173	36	building_jz_135_2	3	1	0	4,4	4	jz_135_2	1	1	0	0	0	0	0	2	172	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	480	0	0	0	0	jz_135_2	0
174	36	building_jz_135_3	4	1	0	4,4	4	jz_135_3	1	2	0	0	0	0	0	3	173	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	720	0	0	0	0	jz_135_3	0
175	36	building_jz_135_4	5	1	0	4,4	4	jz_135_4	1	3	0	0	0	0	0	4	174	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	1080	0	0	0	0	jz_135_4	0
176	36	building_jz_135_5	6	1	0	4,4	4	jz_135_5	1	4	0	0	0	0	0	5	175	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	1620	0	0	0	0	jz_135_5	0
177	36	building_jz_135_6	7	1	0	4,4	4	jz_135_6	1	4	0	0	0	0	0	5	176	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	2430	0	0	0	0	jz_135_6	0
178	36	building_jz_135_7	8	1	0	4,4	4	jz_135_7	1	5	0	0	0	0	0	6	177	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	3660	0	0	0	0	jz_135_7	0
179	36	building_jz_135_8	9	1	0	4,4	4	jz_135_8	1	6	0	0	0	0	0	7	178	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	5490	0	0	0	0	jz_135_8	0
180	36	building_jz_135_9	10	1	0	4,4	4	jz_135_9	1	6	0	0	0	0	0	7	179	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	8250	0	0	0	0	jz_135_9	0
181	36	building_jz_135_10	11	1	0	4,4	4	jz_135_10	1	7	0	0	0	0	0	8	180	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	12390	0	0	0	0	jz_135_10	0
182	36	building_jz_135_11	12	1	0	4,4	4	jz_135_11	1	7	0	0	0	0	0	8	181	0	0	0	0	0	0	0	0	0	620	0	0	0	0	0	0	18600	0	0	0	0	jz_135_11	0
183	36	building_jz_135_12	13	1	0	4,4	4	jz_135_12	1	8	0	0	0	0	0	9	182	0	0	0	0	0	0	0	0	0	930	0	0	0	0	0	0	26040	0	0	0	0	jz_135_12	0
184	36	building_jz_135_13	14	1	0	4,4	4	jz_135_13	1	9	0	0	0	0	0	10	183	0	0	0	0	0	0	0	0	0	1400	0	0	0	0	0	0	36450	0	0	0	0	jz_135_13	0
185	36	building_jz_135_14	15	1	0	4,4	4	jz_135_14	1	10	0	0	0	0	0	11	184	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0	0	51030	0	0	0	0	jz_135_14	0
186	36	building_jz_135_15	16	1	0	4,4	4	jz_135_15	1	10	0	0	0	0	0	11	185	0	0	0	0	0	0	0	0	0	3150	0	0	0	0	0	0	66330	0	0	0	0	jz_135_15	0
187	36	building_jz_135_16	17	1	0	4,4	4	jz_135_16	1	11	0	0	0	0	0	12	186	0	0	0	0	0	0	0	0	0	4730	0	0	0	0	0	0	86220	0	0	0	0	jz_135_16	0
188	36	building_jz_135_17	18	1	0	4,4	4	jz_135_17	1	12	0	0	0	0	0	13	187	0	0	0	0	0	0	0	0	0	7100	0	0	0	0	0	0	112080	0	0	0	0	jz_135_17	0
189	36	building_jz_135_18	19	1	0	4,4	4	jz_135_18	1	13	0	0	0	0	0	14	188	0	0	0	0	0	0	0	0	0	10650	0	0	0	0	0	0	145710	0	0	0	0	jz_135_18	0
190	36	building_jz_135_19	20	1	0	4,4	4	jz_135_19	1	14	0	0	0	0	0	15	189	0	0	0	0	0	0	0	0	0	15980	0	0	0	0	0	0	204000	0	0	0	0	jz_135_19	0
191	37	building_jz_136_0	1	1	0	4,4	6	jz_136_0	1	4	0	0	0	0	0	5	0	0	2800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2700	0	0	0	0	jz_136_0	0
192	37	building_jz_136_1	2	1	0	4,4	6	jz_136_1	1	6	0	0	0	0	0	7	191	0	7500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8100	0	0	0	0	jz_136_1	0
193	37	building_jz_136_2	3	1	0	4,4	6	jz_136_2	1	8	0	0	0	0	0	9	192	0	18150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24000	0	0	0	0	jz_136_2	0
194	37	building_jz_136_3	4	1	0	4,4	6	jz_136_3	1	10	0	0	0	0	0	11	193	0	44040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57600	0	0	0	0	jz_136_3	0
195	37	building_jz_136_4	5	1	0	4,4	6	jz_136_4	1	12	0	0	0	0	0	13	194	0	107070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138240	0	0	0	0	jz_136_4	0
196	38	building_jz_137_0	1	1	0	4,4	6	jz_137_0	1	5	0	0	0	0	0	6	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	0	0	0	0	jz_137_0	0
197	38	building_jz_137_1	2	1	0	4,4	6	jz_137_1	1	7	0	0	0	0	0	8	196	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	0	0	0	jz_137_1	0
198	38	building_jz_137_2	3	1	0	4,4	6	jz_137_2	1	9	0	0	0	0	0	10	197	0	21210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	0	0	0	jz_137_2	0
199	38	building_jz_137_3	4	1	0	4,4	6	jz_137_3	1	11	0	0	0	0	0	12	198	0	45090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63000	0	0	0	0	jz_137_3	0
200	38	building_jz_137_4	5	1	0	4,4	6	jz_137_4	1	13	0	0	0	0	0	14	199	0	137160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132300	0	0	0	0	jz_137_4	0
201	39	building_jz_138_0	1	1	0	4,4	6	jz_138_0	1	默认	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	jz_138_0	0
202	39	building_jz_138_1	1	1	0	4,4	6	jz_138_1	1	默认	0	0	0	0	0	1	201	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	20	0	0	0	0	jz_138_1	0
203	39	building_jz_138_2	1	1	0	4,4	6	jz_138_2	1	默认	0	0	0	0	0	1	202	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	20	0	0	0	0	jz_138_2	0
204	39	building_jz_138_3	1	1	0	4,4	6	jz_138_3	1	默认	0	0	0	0	0	1	203	0	0	0	0	0	0	0	0	0	800	0	0	0	0	0	0	20	0	0	0	0	jz_138_3	0
205	39	building_jz_138_4	1	1	0	4,4	6	jz_138_4	1	默认	0	0	0	0	0	1	204	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	20	0	0	0	0	jz_138_4	0
206	40	building_jz_139_0	1	1	0	4,4	6	jz_139_0	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	0	0	0	0	jz_139_0	0
207	41	building_jz_140_0	1	1	0	4,4	6	jz_140_0	6	默认	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	jz_140_0	0
208	42	building_db_100_0	1	1	50	4,4	5	db_100_0	5	默认	0	3*3	0	0	0	0	0	0	600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	db_100_0	0
209	43	building_db_101_0	1	1	25	4,4	5	db_101_0	5	默认	0	2*2	0	0	0	0	0	0	500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	db_101_0	0
210	44	building_db_102_0	1	1	25	4,4	5	db_102_0	5	默认	0	3*3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	db_102_0	0
211	45	building_db_103_0	1	1	50	4,4	5	db_103_0	5	默认	0	3*3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	db_103_0	0
212	46	building_db_104_0	1	1	50	4,4	5	db_104_0	5	默认	0	4*4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	db_104_0	0
213	47	building_db_105_0	1	1	60	4,4	5	db_105_0	5	默认	0	3*4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	db_105_0	0
214	48	building_db_106_0	1	1	30	4,4	5	db_106_0	5	默认	0	4*4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	db_106_0	0
215	49	building_jz_141_0	1	10	0	4,4	8	jz_141_0	4	默认	0	3*3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216	50	building_jz_142_0	1	10	0	4,4	8	jz_142_0	4	2	0	3*3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	51	building_jz_143_0	1	10	0	4,4	8	jz_143_0	4	3	0	3*3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
